,price
4189,12500
53444,21995
52857,9999
30583,15450
12901,18199
7584,14998
60762,8990
53371,18998
70302,8499
14900,18865
23219,17988
5866,19990
10932,26299
1278,18800
6214,31890
25569,32990
10456,31995
37497,8995
66697,10498
35596,15500
24981,7949
8383,9989
58213,13495
29396,19995
57622,25995
64332,8998
56621,17400
49882,10050
50321,10000
30312,20995
5435,17500
29158,8995
42375,30599
59167,9495
12473,9399
63927,5295
12584,12150
47080,9495
58652,7500
46840,30000
4976,15590
7749,17495
73704,18291
21342,9995
769,7250
17731,35250
38471,18372
61014,9699
38577,10955
43479,10500
57869,17590
44206,15999
36236,21998
47199,17299
25126,10470
38894,27750
12370,26799
42355,7585
37177,7990
19528,13126
17116,14998
32674,10490
26700,23600
36861,7562
61610,13495
26198,6625
45661,8827
10438,10395
55112,19990
30962,20995
36744,9599
69095,11999
50826,19056
16247,34999
29518,20999
72,7991
14586,16495
39914,7299
34555,25990
33355,30950
38268,12000
30261,25995
46182,19500
28322,12900
39879,22798
72603,14990
28004,27490
58898,12095
53998,18980
3988,11810
45335,31346
62172,15495
51378,23310
69576,13290
14439,7380
39133,15895
37801,11295
73578,9498
36238,9499
3371,27998
65774,15790
12550,14495
21210,8990
47066,8995
72974,23000
28880,13699
19443,13195
41089,13495
11566,13950
32778,18998
74964,10995
4703,10185
1749,11998
27573,19700
40302,7990
34960,16498
14776,7511
29466,4990
66064,10500
50451,14295
5246,23000
13503,7995
24841,9990
62020,13798
36300,12970
13899,7330
18056,42500
51425,9990
50216,17300
63714,8495
38247,21000
17458,13649
55614,10887
33238,9690
38854,26990
22768,13699
41337,23495
75082,8344
7035,9998
16770,26790
15671,9700
70515,9999
1641,23551
50831,9650
3874,25990
63789,16695
41988,11485
70444,20998
2971,8995
49720,12681
5769,16499
32802,18000
74134,6595
36574,11722
11344,13500
23556,14698
36381,15924
58135,17500
57465,18792
15869,19340
61251,5499
59365,11500
69756,23490
42136,9490
69134,1695
15460,26664
59581,16980
71770,14499
56947,8499
45024,19899
48683,13000
22409,26890
9020,37450
75273,15480
6385,9000
75181,20990
7519,10077
18219,21376
38227,20306
7562,22000
33666,15995
26189,11195
31674,17680
48939,6890
19028,17391
53282,22999
44589,14995
69742,65000
22348,18990
9527,13200
47612,25000
60662,11900
3193,1750
7685,13200
18180,11998
26574,10191
60002,12298
44526,12900
15581,37990
17385,11490
55230,11900
40409,25998
4520,14500
43889,18995
64723,28900
1011,25000
50331,28500
47063,12500
53852,24989
11797,42982
10697,33980
6614,9440
69146,38500
75156,10499
30644,14500
60477,9495
36640,29945
71125,30516
25297,22490
53090,14298
42748,19450
7342,12980
60470,14498
32881,25729
15562,22510
8892,10498
12962,16499
47941,28990
53366,13992
51689,10498
3439,21875
64249,13000
6886,42950
29929,8995
34631,33998
16970,23149
69932,29491
36762,19999
45455,19998
56950,23495
9392,25980
23296,16799
69,36875
61807,13795
7978,12900
45382,8790
30581,8990
58068,17495
73078,20999
71686,12650
43825,8799
29995,13498
75266,15991
31607,9500
52947,29799
36825,10694
69554,11795
4269,10999
26616,54561
8886,12453
27711,8490
35369,15490
7757,15995
40748,23399
47291,40099
65837,27950
830,21495
11595,23980
44940,7490
55616,6295
40015,15995
30975,22999
61027,14795
43414,29790
30711,14398
70006,24495
56808,12999
56212,12698
30331,37995
60098,21750
44310,32000
29176,27490
29061,7298
59767,6999
28726,19985
6227,10500
53362,31276
3589,15790
32500,24099
2628,7600
55115,5995
16458,44991
23908,29444
73119,3899
28551,21999
37066,28480
71246,10498
56378,6500
2146,9491
55031,23998
59754,7960
4080,15995
54582,13999
44293,28910
45188,8000
32940,16490
2677,7980
23334,14536
39761,11799
69671,7498
24910,9899
22059,13990
15640,16771
72300,15810
16678,27699
69517,26995
10332,32990
70622,6250
7991,23799
58979,18300
57797,7391
43681,8200
28249,9380
64917,14750
45802,18990
69526,17499
51089,15985
35908,11700
64614,21199
15723,24500
26543,8920
12194,7490
46201,24299
19277,7348
24105,12991
17631,15699
49157,11491
55594,18050
44289,33299
3169,27199
46373,17450
7755,13140
72179,10000
61958,9690
75404,8990
43881,9100
8741,17450
8114,26450
32525,16500
17097,44999
165,19950
39678,8000
61523,10600
66077,8995
44575,18995
15703,36980
14616,24490
48514,14990
54548,28990
59447,40998
54246,27500
5111,5475
48742,11990
25180,18999
20204,11200
54141,8450
26964,19990
71272,19272
37509,8500
67271,8800
50415,14990
72854,14795
23271,17906
75799,14799
40467,8000
37550,13999
9066,17998
58393,14999
26752,10995
21317,20795
1350,17980
32200,23780
46968,7500
36926,16300
9882,16500
39622,8260
36882,16000
46015,18880
14109,11250
74923,14700
43082,14600
1095,30500
48564,9995
57860,41990
28639,9980
24086,34495
28303,12998
68013,28706
2251,10977
53921,2750
28359,15795
31446,26276
65923,18495
46944,15495
21178,31495
73859,12110
48721,16375
55788,12998
57850,13999
43878,6200
50175,9998
3314,11590
37474,8300
34083,23000
55587,17244
56619,43498
29380,12295
66072,21995
3423,14495
28100,13998
30154,17698
44744,10799
34530,16350
60289,13900
24324,25879
58270,13331
69832,9995
21356,8940
60408,13500
14546,16656
56097,15990
73006,32000
62107,19000
35546,7799
67869,17500
69649,7699
59852,25995
5229,16498
69786,6490
20628,13412
2586,7295
58919,12491
49249,11880
34394,13291
28229,10499
52119,15690
49632,13690
73428,6495
18919,17990
64834,6990
67979,26491
75248,13291
14564,34480
63164,7500
53731,8000
16503,8391
34404,21810
11420,8970
61747,13490
24679,13326
27202,24049
15056,29949
68231,22800
2490,15504
46574,16998
9816,24099
9834,12500
18829,25999
54391,19999
19934,9791
31167,37659
25678,10791
37630,9299
50514,3290
18906,20490
8343,9595
25434,32500
74898,10499
6988,33000
21365,26480
6446,16495
33659,17495
9276,8134
68681,16500
75638,11499
15809,14298
12781,9500
14547,9698
67881,31499
31423,10495
56630,10999
50520,25450
13480,16995
57557,34990
28188,11995
13680,34750
69927,11790
36679,8495
47260,18700
74121,10000
52697,10650
49395,8701
34955,15691
45561,9995
56095,13495
2302,16350
50130,7800
43988,27290
30239,13795
58065,11500
53981,7355
28449,12360
70475,18480
21028,18367
49606,18690
63450,25199
14664,6890
61250,22480
33579,22800
47945,26950
42413,9991
62112,8250
66812,15850
57470,13000
68793,34987
4036,16998
25158,25000
31376,36440
15220,21490
31398,24450
25404,10000
69782,17795
70811,16300
24204,18495
42690,21995
68125,10599
25325,6900
8413,19350
71937,9995
49711,23498
18518,9990
68721,12750
4070,20498
2676,11995
59932,11896
14578,12495
62804,9440
48284,7562
11056,19400
15994,31519
70234,11600
7660,6291
20920,12498
42076,28490
47503,5820
35920,19990
32283,17985
48125,13500
41599,19200
22132,12650
65171,16995
22508,15498
11155,11000
51572,31970
20903,28260
65478,32995
25229,5798
45877,8895
32941,12500
66246,26500
64655,29500
3631,12450
48270,10995
17880,36000
72732,13250
64243,8940
62833,13704
75802,9698
10521,14490
40012,22995
27424,10298
71325,19950
64542,10797
29754,29995
51331,7000
38545,14100
21410,11799
33107,24295
75720,21995
26354,13998
13717,20490
10887,17995
47462,10649
42885,12495
9741,12239
62946,17040
48541,18442
59032,14531
46676,33998
14472,21000
11441,13995
36064,17900
33757,20995
64665,26990
5259,27995
39797,11350
40853,23099
7168,11700
64489,4391
66454,18995
67453,11990
6753,18690
53174,17400
69534,12950
27435,27490
66498,14999
40318,12290
54860,19999
4109,20490
14175,33490
32596,12490
43991,23500
72716,20640
53931,10697
55382,11365
58509,15921
12926,10990
35144,9990
3114,7998
39218,6991
74908,7995
1909,13390
65907,6191
21791,8795
71377,10599
41748,7995
20641,14750
24384,20980
49819,24245
24074,14490
68050,7999
60047,15770
73857,25980
52960,16690
10353,7999
54615,13500
59844,11498
23930,7191
68412,15050
50445,11000
48072,18495
1768,7120
35671,13990
58552,10670
51747,16990
57359,25991
20900,25299
61053,12391
2730,21000
46485,30991
65510,6475
7769,21998
64444,8500
1691,11298
73410,14990
17627,10891
39795,17490
14441,8450
17988,7985
73167,40755
75490,9420
59122,13495
24600,37985
61540,9350
49858,12398
43453,9799
15582,4450
39626,44995
44800,38790
74182,10500
56595,15998
45131,38450
295,13495
27081,14600
69966,13000
31976,10510
31344,12600
35883,17649
37773,8950
53577,6995
23681,4700
49143,15500
41207,8470
65076,25995
14715,51500
43834,13990
40607,7390
52719,37045
72858,22495
65736,3690
25195,20990
47910,44990
60766,15495
16710,16000
48666,23798
42941,15390
24626,12695
43944,8343
70819,9000
68764,14548
19420,9499
55625,32998
62702,16498
72229,7495
53240,7000
49503,10970
8079,12700
21986,21870
49657,9500
54377,24690
11396,32345
22803,13480
26796,7663
72826,11998
54517,13020
49515,6995
71794,6260
19086,21495
27705,6500
34458,8300
61515,16000
28140,26790
32211,10790
16681,16795
7285,22400
57009,10990
71168,8410
13796,10440
32262,11799
57080,30599
58897,9750
953,14400
24220,8300
32823,7790
62695,19995
7288,24149
71178,23500
64002,6695
11563,17498
30035,20445
5436,15498
65007,12823
69137,26949
59069,19490
50291,28999
12491,9998
74933,32809
72231,8995
42455,12990
30175,9299
22433,12798
57719,24640
42006,16350
45747,9995
21386,12499
14574,29990
75893,30990
45515,29491
29117,13491
73705,32760
71047,26490
60881,42924
72321,13790
65267,16495
52704,13999
75416,19995
38473,11590
31422,13800
64534,8698
13499,15891
66512,10298
50747,43946
53277,10491
13119,10199
26398,29500
55902,32400
58245,20349
72298,33992
67123,2995
39740,31440
17467,13099
30027,25990
50610,7795
33527,36420
10651,13250
70673,12290
31225,12000
39231,28400
48466,10500
52627,7490
75578,10999
75419,11950
49872,10240
13818,31550
63447,32500
67323,16550
64201,11250
19883,16999
65648,13800
5024,21290
22234,12300
59226,26799
71188,12490
10779,31500
4945,9245
9078,9690
5811,8295
61588,9299
7824,8699
40195,17822
26034,43490
26549,25250
39945,16480
64951,6995
51054,11976
32147,17695
49565,47250
16216,58990
35916,11500
65949,25999
11625,12227
56857,16400
43257,22490
65561,8995
39485,9818
29631,20888
5831,25500
75912,8480
1854,20495
72022,20977
19824,28800
22056,12822
26790,37980
28193,10980
1756,6340
62831,26296
35722,3495
28771,29249
18291,17500
18548,8495
12522,24995
40463,13995
34042,16598
16655,22498
21361,11195
17826,23680
25164,9000
58479,11200
46671,11128
40462,32030
48885,14900
23548,28999
25629,9030
4173,16890
16241,19250
68944,10210
56978,7999
28452,21980
52464,23490
55429,12429
67895,19990
5319,66991
19532,8695
63148,15999
55621,7495
7837,19399
43286,15984
28696,12000
8158,29950
59184,12200
34533,19750
50585,12360
36743,24889
75674,11841
34396,16314
33358,18291
59906,7490
266,12290
24965,21990
9711,35990
49348,44490
29687,8790
61344,9250
74876,16325
69688,18790
4337,32549
25318,11500
60741,6995
61971,13500
46215,23911
65228,11200
73025,16299
789,13697
7028,28995
681,18995
42923,6380
54344,13995
37393,18736
66774,17499
41642,19495
32232,26789
2276,6998
27728,14220
9330,9495
67480,17498
34448,25980
27149,20450
63323,26750
31233,8998
6629,14990
27565,9370
63690,9995
28727,10000
21648,16971
21800,32250
18620,25999
59790,7971
1307,17298
12710,14959
59264,20149
64696,13369
12928,10060
54647,15495
15666,20998
13320,21800
15993,12490
6912,9499
74222,22890
13659,12399
32468,17000
31706,26949
45481,6980
19364,12750
51050,10999
8991,12698
47880,14495
71329,13797
42689,27480
71397,10498
3891,54980
63475,16990
15326,32490
32552,18500
5358,14500
31409,32999
63796,36500
72196,9998
35809,7099
63020,13998
67972,8100
26968,9999
48120,14500
2081,10770
7006,7495
31912,19000
39164,22495
4827,9650
19453,23395
56295,8690
53305,11750
43329,19849
59065,10990
23301,2694
62519,12030
54626,12390
29901,9991
62522,15316
1592,24991
74066,11995
675,34000
8815,11300
33475,20699
53527,25995
29492,54975
68217,30990
32364,28490
3260,17399
50743,16895
71212,17298
68377,25490
10755,34579
63049,7600
70599,16000
47458,8000
58363,16990
58156,34995
20207,11995
4202,22949
75397,31529
52887,8490
44992,25995
41398,13500
16790,9998
46291,20999
31964,12295
64421,19500
41672,18495
74415,19999
68639,13580
2270,24498
45376,16950
19543,17490
20823,19425
41244,16767
75162,21000
56616,9999
51313,5300
43288,19990
30395,24059
35947,28990
70242,8500
10036,5999
38911,36550
74944,10393
53913,13990
32160,25549
22198,14950
37684,1299
36122,16480
63958,26184
43107,15985
64030,10250
44808,31958
57541,16295
17293,25995
43568,16498
18478,11899
58536,20350
24650,33991
6315,28686
68724,5999
63417,20498
58920,16390
75048,4998
5298,11245
5009,16450
13153,17790
15936,10375
25886,20000
49074,16450
4062,26498
27991,13000
433,28950
8719,30995
46268,9491
34315,12995
30867,42590
74827,5950
41981,12232
224,24999
36625,15998
52521,10799
48812,20298
22404,41750
7206,8499
42409,12850
14294,18500
71236,14298
36856,20500
47411,28490
30994,18900
46524,7899
35199,12500
36002,20800
6714,18290
57522,19000
28380,7350
30250,22991
26479,11880
4687,22990
69513,11299
21013,11699
62395,59990
10327,11995
4615,14000
72749,9040
75367,11850
47050,22990
18272,15698
17414,35995
58728,8599
57038,8350
11299,16499
37778,6820
23195,14950
34444,8199
32257,7441
3455,25495
32224,24699
71724,18990
6237,14470
12865,18999
2657,12766
56005,11000
67419,36990
56494,19690
45155,9900
17985,19995
30540,11644
54302,13930
26554,36990
7322,19995
69298,8999
5304,11950
24366,22490
36491,12800
837,22290
32384,33500
3773,37891
23434,8695
45221,20895
62146,10491
63877,22400
38700,16390
47002,12395
54716,18991
61532,36990
9959,13490
45277,28561
11229,10990
11199,14995
57440,13000
25950,13990
37676,17790
23521,7714
27708,13395
70910,12995
56014,11000
51312,7895
31824,7495
56535,14290
67127,16780
47926,9989
30640,11995
70578,19850
2806,12998
50519,11998
10951,8889
74000,8997
35841,23980
39097,17580
65457,17390
1194,5999
6002,28861
5266,18999
46860,12686
44938,9500
38801,950
3384,10000
61814,11490
45483,6999
30124,16495
22534,20000
25987,16498
44620,14670
63321,26990
68108,8995
2074,9895
38710,15998
30517,14498
55628,33995
8032,6498
8558,7289
12971,11490
43694,9989
42867,10800
44979,9991
40092,11495
3056,6949
74399,25750
74910,7400
64648,23299
45041,27000
22269,13810
71882,17990
43027,14355
53716,10515
73019,14495
60213,9790
72818,8990
73442,18998
36303,9499
71073,26995
71242,10493
27436,6790
22976,10000
62686,14340
74353,8998
35320,14980
64526,20590
17883,10699
49145,8997
8746,10295
60187,15980
65701,13995
60956,10999
30366,16490
50423,17999
56424,38250
34414,23380
57225,20766
55431,25990
72226,17106
47013,16549
11026,10390
62681,14000
508,14999
27629,8495
61579,26949
32886,22400
33748,20000
58027,13000
64602,19995
38099,12498
5762,19995
40165,11850
25794,20022
18025,6560
38550,24495
9227,21491
42763,9292
6136,19449
32381,9499
67541,21490
7472,39990
49432,17999
72743,15698
69132,25799
59936,28342
45260,16890
9782,16997
18950,17599
42277,7995
60303,10500
72690,8799
28964,8995
55168,34099
59806,5498
38773,7800
41621,11250
50946,10998
41295,10498
13942,21350
43379,19590
62220,42676
54486,19995
74019,20672
67565,9691
28569,8550
48230,10999
44163,12435
50963,12891
71680,18496
44382,19990
62451,12990
37813,20499
34640,11490
73574,8700
15342,10995
29249,16000
54239,52995
12969,15300
68095,23500
56278,30490
11925,10487
45057,13445
33834,8495
34545,71990
72387,26995
29326,17999
3979,15999
38844,10495
71869,15199
51749,24995
20455,8298
38034,10400
13409,10495
58951,14985
62154,8995
393,13999
60906,9990
28487,12991
48127,7949
9005,23750
43535,14500
70072,21990
37012,7991
24169,26000
14882,8490
62055,16995
39480,16345
33455,10312
26588,17500
40153,22990
74711,19500
43929,39263
71204,11490
65146,12489
47128,45490
21898,12580
67504,19798
65710,12495
42584,23588
33816,9595
13644,6890
35954,7599
69250,18290
61202,10670
75576,16299
38751,15000
39065,11698
54624,9495
70528,17000
70280,27750
32176,19490
14837,22699
47694,9350
18436,6240
17212,11995
33788,13995
36985,22999
58475,10746
4736,17999
12662,16111
65078,22000
29329,9394
2849,9799
30017,19985
31559,32990
16617,44990
58822,31480
7700,77880
4148,12199
60292,13249
32130,18440
29484,2690
12409,7290
31354,19990
30531,13990
10673,23289
59538,8000
64736,25940
44045,8500
55468,9500
62239,10000
68004,10759
55156,19310
60737,11499
21527,8470
47500,7060
60909,22990
70048,14998
65647,14490
46908,8510
14206,41995
61485,25840
32976,14191
69834,14000
73625,12142
101,49499
30579,13492
4101,15498
55969,9490
42126,14998
72868,13588
59723,11090
24664,10498
72277,19000
52916,11000
2125,10990
55765,14295
735,7790
71688,11600
41865,20995
23179,11350
41979,14995
75461,27990
46122,11490
5867,4495
38677,7250
8964,28980
42961,7800
28130,8250
38037,11500
31780,14675
27722,13500
34452,7995
43491,5995
30967,12491
70750,10400
2663,8000
52708,10600
63660,12499
60664,24491
41579,19399
8599,26319
35928,5999
62783,7495
2295,22998
59001,25498
28593,34000
73835,30900
4066,9000
71251,6795
11742,21975
67408,10791
72678,27499
51964,13432
64938,13393
25087,8500
67926,18998
23189,6400
5792,12000
64824,11700
25665,15261
15718,12299
68024,10495
12272,18100
71430,20980
16405,10998
20456,5390
25120,18998
48104,18498
60834,23750
34216,8198
56740,19495
50544,23995
60750,29999
73344,23750
26358,10495
22717,9495
68718,19490
45249,15970
61187,24995
6341,17950
13993,16750
38198,16625
71064,11950
63002,15430
35439,9000
22908,7998
40762,15995
35348,19298
18227,5600
13176,21398
22860,9990
15867,17491
62666,14299
33802,27790
41065,10450
67971,13063
55896,54999
60321,19799
7282,12100
66975,27791
43908,19990
13871,14798
15572,17890
38261,15495
74135,9298
38758,7760
41176,10999
21782,3895
74657,37950
1886,15984
35301,7799
56453,8290
69101,71991
59997,31750
20173,13299
72099,6510
41688,22291
6471,5775
46076,9495
45662,13090
55046,5998
52716,14991
55575,20995
10128,18500
42808,13790
52891,19500
55005,17330
54066,24998
19276,11995
74815,20650
36635,51950
65185,19500
14959,8902
45836,6940
61872,26380
74501,18950
28640,1495
9973,14645
18862,26482
61003,14300
12993,13490
10048,12990
24819,14495
48696,18998
75928,11950
40006,19299
72413,29499
615,11495
32344,21980
39249,10599
59110,19498
13298,9995
4149,14950
9645,35422
34040,6995
19112,17497
7353,29649
62208,17495
22802,13490
31223,10450
26551,8561
32527,28990
27299,32999
53326,5994
57896,19000
19941,8808
59607,11491
159,8242
786,5698
14400,18000
